39
18
100
18
11
24
58
21
14
22
24
15
24
25
34
27
41
32
44
60
47
37
104
125
109
173
168
144
182
136
151
134
154
139
123
66
66
22
9
148
135
135
193
154
210
160
191
184
194
265
157
31
130
123
200
178
171
135
152
162
177
155
162
166
149
159
156
13
13
28
60
133
116
123
20
127
151
211
179
177
212
177
171
176
65
161
127
159
129
